cycle_id,machine_id,operation_id,cycle_start_ts,cycle_end_ts,actual_cycle_time_sec,part_result,scrap_reason
CYCLE_0414,DMU50_001,OP_001,2026-03-06 11:22:00+00:00,2026-03-06 11:30:34.545000+00:00,514.545,scrap,surface_defect
CYCLE_0415,DMU50_001,OP_003,2026-03-06 11:34:00+00:00,2026-03-06 11:40:19.466000+00:00,379.466,good,
CYCLE_0416,DMU50_001,OP_001,2026-03-06 11:49:00+00:00,2026-03-06 11:57:34.792000+00:00,514.792,good,
CYCLE_0417,DMU50_001,OP_003,2026-03-06 12:03:00+00:00,2026-03-06 12:09:03.408000+00:00,363.408,scrap,surface_defect
CYCLE_0418,DMU50_001,OP_001,2026-03-06 12:33:00+00:00,2026-03-06 12:41:00.595000+00:00,480.595,good,
CYCLE_0419,DMU50_001,OP_003,2026-03-06 12:51:00+00:00,2026-03-06 12:57:28.576000+00:00,388.576,good,
CYCLE_0420,DMU50_001,OP_001,2026-03-06 13:03:00+00:00,2026-03-06 13:11:20.508000+00:00,500.508,scrap,surface_defect
CYCLE_0421,DMU50_001,OP_003,2026-03-06 13:13:00+00:00,2026-03-06 13:19:21.366000+00:00,381.366,good,
CYCLE_0422,DMU50_001,OP_001,2026-03-06 13:29:00+00:00,2026-03-06 13:37:13.244000+00:00,493.244,good,
CYCLE_0423,DMU50_001,OP_003,2026-03-06 13:44:00+00:00,2026-03-06 13:49:46.585000+00:00,346.585,scrap,surface_defect
CYCLE_0424,DMU50_001,OP_001,2026-03-06 14:00:00+00:00,2026-03-06 14:08:28.347000+00:00,508.347,good,
CYCLE_0425,DMU50_001,OP_003,2026-03-06 14:23:00+00:00,2026-03-06 14:28:52.715000+00:00,352.715,good,
CYCLE_0426,DMU50_001,OP_001,2026-03-06 14:28:52.715000+00:00,2026-03-06 14:36:50.109000+00:00,477.394,scrap,surface_defect
CYCLE_0427,DMU50_001,OP_003,2026-03-06 14:50:00+00:00,2026-03-06 14:55:53.020000+00:00,353.02,good,
CYCLE_0428,DMU50_001,OP_001,2026-03-06 15:05:00+00:00,2026-03-06 15:13:24.194000+00:00,504.194,good,
CYCLE_0429,DMU50_001,OP_003,2026-03-06 15:18:00+00:00,2026-03-06 15:23:50.642000+00:00,350.642,scrap,surface_defect
CYCLE_0430,DMU50_001,OP_001,2026-03-06 15:30:00+00:00,2026-03-06 15:38:15.445000+00:00,495.445,good,
CYCLE_0431,DMU50_001,OP_003,2026-03-06 15:47:00+00:00,2026-03-06 15:52:47.923000+00:00,347.923,good,
CYCLE_0432,DMU50_001,OP_003,2026-03-06 16:25:00+00:00,2026-03-06 16:31:04.247000+00:00,364.247,scrap,surface_defect
CYCLE_0433,DMU50_001,OP_002,2026-03-06 16:44:00+00:00,2026-03-06 16:52:41.113000+00:00,521.113,good,
CYCLE_0434,DMU50_001,OP_001,2026-03-06 17:04:00+00:00,2026-03-06 17:11:53.116000+00:00,473.116,good,
CYCLE_0435,DMU50_001,OP_002,2026-03-06 17:18:00+00:00,2026-03-06 17:27:41.682000+00:00,581.682,scrap,surface_defect
CYCLE_0436,DMU50_001,OP_001,2026-03-06 17:42:00+00:00,2026-03-06 17:49:53.443000+00:00,473.443,good,
CYCLE_0437,DMU50_001,OP_003,2026-03-06 18:04:00+00:00,2026-03-06 18:10:23.379000+00:00,383.379,good,
CYCLE_0438,DMU50_001,OP_001,2026-03-06 18:15:00+00:00,2026-03-06 18:22:43.991000+00:00,463.991,scrap,surface_defect
CYCLE_0439,DMU50_001,OP_003,2026-03-06 18:29:00+00:00,2026-03-06 18:34:55.423000+00:00,355.423,good,
CYCLE_0440,DMU50_001,OP_001,2026-03-06 18:42:00+00:00,2026-03-06 18:50:16.597000+00:00,496.597,good,
CYCLE_0441,DMU50_001,OP_003,2026-03-06 18:57:00+00:00,2026-03-06 19:02:59.379000+00:00,359.379,scrap,surface_defect
CYCLE_0442,DMU50_001,OP_001,2026-03-06 19:09:00+00:00,2026-03-06 19:16:59.876000+00:00,479.876,good,
CYCLE_0443,DMU50_001,OP_003,2026-03-06 19:20:00+00:00,2026-03-06 19:26:24.303000+00:00,384.303,good,
CYCLE_0444,DMU50_001,OP_002,2026-03-06 19:47:00+00:00,2026-03-06 19:55:56.337000+00:00,536.337,scrap,surface_defect
CYCLE_0445,DMU50_001,OP_002,2026-03-06 20:26:00+00:00,2026-03-06 20:34:52.483000+00:00,532.483,good,
CYCLE_0446,DMU50_001,OP_002,2026-03-06 20:51:00+00:00,2026-03-06 21:00:16.602000+00:00,556.602,good,
CYCLE_0447,DMU50_001,OP_001,2026-03-06 21:08:00+00:00,2026-03-06 21:15:58.182000+00:00,478.182,scrap,surface_defect
CYCLE_0448,DMU50_001,OP_003,2026-03-06 21:31:00+00:00,2026-03-06 21:36:51.028000+00:00,351.028,good,
CYCLE_0449,DMU50_001,OP_001,2026-03-06 21:48:00+00:00,2026-03-06 21:56:18.174000+00:00,498.174,good,
CYCLE_0450,DMU50_001,OP_003,2026-03-06 22:03:00+00:00,2026-03-06 22:09:01.427000+00:00,361.427,scrap,surface_defect
CYCLE_0451,DMU50_001,OP_003,2026-03-06 22:35:00+00:00,2026-03-06 22:41:16.550000+00:00,376.55,good,
CYCLE_0452,DMU50_001,OP_001,2026-03-06 22:49:00+00:00,2026-03-06 22:57:29.023000+00:00,509.023,good,
CYCLE_0453,DMU50_001,OP_003,2026-03-06 23:06:00+00:00,2026-03-06 23:11:53.134000+00:00,353.134,scrap,surface_defect
CYCLE_0454,DMU50_001,OP_001,2026-03-06 23:16:00+00:00,2026-03-06 23:23:51.866000+00:00,471.866,good,
CYCLE_0455,DMU50_001,OP_003,2026-03-06 23:28:00+00:00,2026-03-06 23:34:07.382000+00:00,367.382,good,
CYCLE_0456,DMU50_001,OP_001,2026-03-06 23:41:00+00:00,2026-03-06 23:49:18.695000+00:00,498.695,scrap,surface_defect
CYCLE_0457,DMU50_001,OP_003,2026-03-06 23:55:00+00:00,2026-03-07 00:00:45.739000+00:00,345.739,good,
CYCLE_0458,DMU50_001,OP_001,2026-03-07 00:05:00+00:00,2026-03-07 00:12:43.927000+00:00,463.927,good,
CYCLE_0459,DMU50_001,OP_003,2026-03-07 00:18:00+00:00,2026-03-07 00:23:46.579000+00:00,346.579,scrap,surface_defect
CYCLE_0460,DMU50_001,OP_001,2026-03-07 00:23:46.579000+00:00,2026-03-07 00:31:57.934000+00:00,491.355,good,
CYCLE_0461,DMU50_001,OP_001,2026-03-07 01:03:00+00:00,2026-03-07 01:11:20.061000+00:00,500.061,good,
CYCLE_0462,DMU50_001,OP_002,2026-03-07 01:25:00+00:00,2026-03-07 01:34:22.135000+00:00,562.135,scrap,surface_defect
CYCLE_0463,DMU50_001,OP_001,2026-03-07 01:48:00+00:00,2026-03-07 01:56:06.320000+00:00,486.32,good,
CYCLE_0464,DMU50_001,OP_003,2026-03-07 02:03:00+00:00,2026-03-07 02:09:18.143000+00:00,378.143,good,
CYCLE_0465,DMU50_001,OP_001,2026-03-07 02:17:00+00:00,2026-03-07 02:24:55.621000+00:00,475.621,scrap,surface_defect
CYCLE_0466,DMU50_001,OP_003,2026-03-07 02:30:00+00:00,2026-03-07 02:35:52.954000+00:00,352.954,good,
CYCLE_0467,DMU50_001,OP_001,2026-03-07 02:47:00+00:00,2026-03-07 02:54:50.599000+00:00,470.599,good,
CYCLE_0468,DMU50_001,OP_003,2026-03-07 03:01:00+00:00,2026-03-07 03:06:47.850000+00:00,347.85,scrap,surface_defect
CYCLE_0469,DMU50_001,OP_002,2026-03-07 03:31:00+00:00,2026-03-07 03:39:43.142000+00:00,523.142,good,
CYCLE_0470,DMU50_001,OP_001,2026-03-07 03:43:00+00:00,2026-03-07 03:50:54.918000+00:00,474.918,good,
CYCLE_0471,DMU50_001,OP_003,2026-03-07 04:13:00+00:00,2026-03-07 04:19:03.085000+00:00,363.085,scrap,surface_defect
CYCLE_0472,DMU50_001,OP_001,2026-03-07 04:28:00+00:00,2026-03-07 04:36:02.407000+00:00,482.407,good,
CYCLE_0473,DMU50_001,OP_003,2026-03-07 04:47:00+00:00,2026-03-07 04:52:58.251000+00:00,358.251,good,
CYCLE_0474,DMU50_001,OP_001,2026-03-07 05:03:00+00:00,2026-03-07 05:10:46.697000+00:00,466.697,scrap,surface_defect
CYCLE_0475,DMU50_001,OP_003,2026-03-07 05:14:00+00:00,2026-03-07 05:19:49.867000+00:00,349.867,good,
CYCLE_0476,DMU50_001,OP_001,2026-03-07 05:29:00+00:00,2026-03-07 05:37:08.478000+00:00,488.478,good,
CYCLE_0477,DMU50_001,OP_003,2026-03-07 05:51:00+00:00,2026-03-07 05:56:51.546000+00:00,351.546,scrap,surface_defect
CYCLE_0478,DMU50_001,OP_001,2026-03-07 06:01:00+00:00,2026-03-07 06:08:51.915000+00:00,471.915,good,
CYCLE_0479,DMU50_001,OP_003,2026-03-07 06:15:00+00:00,2026-03-07 06:21:20.171000+00:00,380.171,good,
CYCLE_0480,DMU50_001,OP_001,2026-03-07 06:26:00+00:00,2026-03-07 06:34:04.182000+00:00,484.182,scrap,surface_defect
CYCLE_0481,DMU50_001,OP_003,2026-03-07 06:43:00+00:00,2026-03-07 06:49:16.379000+00:00,376.379,good,
CYCLE_0482,DMU50_001,OP_001,2026-03-07 06:57:00+00:00,2026-03-07 07:04:51.406000+00:00,471.406,good,
CYCLE_0483,DMU50_001,OP_003,2026-03-07 07:08:00+00:00,2026-03-07 07:14:04.505000+00:00,364.505,scrap,surface_defect
CYCLE_0484,DMU50_001,OP_001,2026-03-07 07:20:00+00:00,2026-03-07 07:27:48.790000+00:00,468.79,good,
CYCLE_0485,DMU50_001,OP_003,2026-03-07 07:34:00+00:00,2026-03-07 07:39:58.817000+00:00,358.817,good,
CYCLE_0486,DMU50_001,OP_001,2026-03-07 07:46:00+00:00,2026-03-07 07:54:07.340000+00:00,487.34,scrap,surface_defect
CYCLE_0487,DMU50_001,OP_003,2026-03-07 08:01:00+00:00,2026-03-07 08:07:07.606000+00:00,367.606,good,
CYCLE_0488,DMU50_001,OP_001,2026-03-07 08:11:00+00:00,2026-03-07 08:18:46.729000+00:00,466.729,good,
CYCLE_0489,DMU50_001,OP_003,2026-03-07 08:27:00+00:00,2026-03-07 08:33:06.306000+00:00,366.306,scrap,surface_defect
CYCLE_0490,DMU50_001,OP_001,2026-03-07 08:46:00+00:00,2026-03-07 08:53:55.668000+00:00,475.668,good,
CYCLE_0491,DMU50_001,OP_003,2026-03-07 08:58:00+00:00,2026-03-07 09:04:18.075000+00:00,378.075,good,
CYCLE_0492,DMU50_001,OP_001,2026-03-07 09:50:00+00:00,2026-03-07 09:57:51.974000+00:00,471.974,scrap,surface_defect
CYCLE_0493,DMU50_001,OP_002,2026-03-07 10:06:00+00:00,2026-03-07 10:15:16.312000+00:00,556.312,good,
CYCLE_0494,DMU50_001,OP_001,2026-03-07 10:20:00+00:00,2026-03-07 10:28:31.814000+00:00,511.814,good,
CYCLE_0495,DMU50_001,OP_003,2026-03-07 10:45:00+00:00,2026-03-07 10:50:59.764000+00:00,359.764,scrap,surface_defect
CYCLE_0496,DMU50_001,OP_003,2026-03-07 11:23:00+00:00,2026-03-07 11:29:26.914000+00:00,386.914,good,
CYCLE_0497,DMU50_001,OP_001,2026-03-07 11:34:00+00:00,2026-03-07 11:42:28.333000+00:00,508.333,good,
CYCLE_0498,DMU50_001,OP_003,2026-03-07 11:50:00+00:00,2026-03-07 11:56:02.097000+00:00,362.097,scrap,surface_defect
CYCLE_0499,DMU50_001,OP_001,2026-03-07 12:01:00+00:00,2026-03-07 12:09:14.055000+00:00,494.055,good,
CYCLE_0500,DMU50_001,OP_003,2026-03-07 12:15:00+00:00,2026-03-07 12:20:53.280000+00:00,353.28,good,
CYCLE_0501,DMU50_001,OP_001,2026-03-07 12:27:00+00:00,2026-03-07 12:35:35.957000+00:00,515.957,scrap,surface_defect
CYCLE_0502,DMU50_001,OP_003,2026-03-07 12:41:00+00:00,2026-03-07 12:47:28.202000+00:00,388.202,good,
CYCLE_0503,DMU50_001,OP_001,2026-03-07 12:52:00+00:00,2026-03-07 12:59:52.304000+00:00,472.304,good,
CYCLE_0504,DMU50_001,OP_001,2026-03-07 13:15:00+00:00,2026-03-07 13:23:12.758000+00:00,492.758,scrap,surface_defect
CYCLE_0505,DMU50_001,OP_003,2026-03-07 13:36:00+00:00,2026-03-07 13:41:59.947000+00:00,359.947,good,
CYCLE_0506,DMU50_001,OP_002,2026-03-07 14:11:00+00:00,2026-03-07 14:20:21.697000+00:00,561.697,good,
CYCLE_0507,DMU50_001,OP_001,2026-03-07 14:40:00+00:00,2026-03-07 14:48:14.409000+00:00,494.409,scrap,surface_defect
CYCLE_0508,DMU50_001,OP_002,2026-03-07 14:55:00+00:00,2026-03-07 15:03:54.043000+00:00,534.043,good,
CYCLE_0509,DMU50_001,OP_001,2026-03-07 15:09:00+00:00,2026-03-07 15:16:46.131000+00:00,466.131,good,
CYCLE_0510,DMU50_001,OP_003,2026-03-07 15:29:00+00:00,2026-03-07 15:35:16.962000+00:00,376.962,scrap,surface_defect
CYCLE_0511,DMU50_001,OP_001,2026-03-07 15:46:00+00:00,2026-03-07 15:53:41.506000+00:00,461.506,good,
CYCLE_0512,DMU50_001,OP_003,2026-03-07 15:58:00+00:00,2026-03-07 16:04:28.744000+00:00,388.744,good,
CYCLE_0513,DMU50_001,OP_001,2026-03-07 16:09:00+00:00,2026-03-07 16:16:51.395000+00:00,471.395,scrap,surface_defect
CYCLE_0514,DMU50_001,OP_003,2026-03-07 16:26:00+00:00,2026-03-07 16:32:03.978000+00:00,363.978,good,
CYCLE_0515,DMU50_001,OP_002,2026-03-07 17:02:00+00:00,2026-03-07 17:11:19.756000+00:00,559.756,good,
CYCLE_0516,DMU50_001,OP_002,2026-03-07 17:39:00+00:00,2026-03-07 17:48:37.883000+00:00,577.883,scrap,surface_defect
CYCLE_0517,DMU50_001,OP_001,2026-03-07 17:59:00+00:00,2026-03-07 18:06:59.701000+00:00,479.701,good,
CYCLE_0518,DMU50_001,OP_002,2026-03-07 18:10:00+00:00,2026-03-07 18:19:19.495000+00:00,559.495,good,
CYCLE_0519,DMU50_001,OP_001,2026-03-07 18:24:00+00:00,2026-03-07 18:31:43.170000+00:00,463.17,scrap,surface_defect
CYCLE_0520,DMU50_001,OP_002,2026-03-07 18:37:00+00:00,2026-03-07 18:45:47.886000+00:00,527.886,good,
CYCLE_0521,DMU50_001,OP_001,2026-03-07 18:50:00+00:00,2026-03-07 18:58:33.863000+00:00,513.863,good,
CYCLE_0522,DMU50_001,OP_003,2026-03-07 19:15:00+00:00,2026-03-07 19:21:18.684000+00:00,378.684,scrap,surface_defect
CYCLE_0523,DMU50_001,OP_003,2026-03-07 19:42:00+00:00,2026-03-07 19:48:01.057000+00:00,361.057,good,
CYCLE_0524,DMU50_001,OP_002,2026-03-07 20:01:00+00:00,2026-03-07 20:10:21.547000+00:00,561.547,good,
CYCLE_0525,DMU50_001,OP_001,2026-03-07 20:18:00+00:00,2026-03-07 20:25:56.763000+00:00,476.763,scrap,surface_defect
CYCLE_0526,DMU50_001,OP_003,2026-03-07 20:46:00+00:00,2026-03-07 20:52:23.130000+00:00,383.13,good,
CYCLE_0527,DMU50_001,OP_001,2026-03-07 21:01:00+00:00,2026-03-07 21:08:57.972000+00:00,477.972,good,
CYCLE_0528,DMU50_001,OP_003,2026-03-07 21:16:00+00:00,2026-03-07 21:22:16.851000+00:00,376.851,scrap,surface_defect
CYCLE_0529,DMU50_001,OP_001,2026-03-07 21:33:00+00:00,2026-03-07 21:41:19.172000+00:00,499.172,good,
CYCLE_0530,DMU50_001,OP_003,2026-03-07 21:49:00+00:00,2026-03-07 21:55:25.051000+00:00,385.051,good,
CYCLE_0531,DMU50_001,OP_001,2026-03-07 22:00:00+00:00,2026-03-07 22:08:18.687000+00:00,498.687,scrap,surface_defect
CYCLE_0532,DMU50_001,OP_003,2026-03-07 22:12:00+00:00,2026-03-07 22:18:24.668000+00:00,384.668,good,
CYCLE_0533,DMU50_001,OP_002,2026-03-07 22:32:00+00:00,2026-03-07 22:41:05.400000+00:00,545.4,good,
CYCLE_0534,DMU50_001,OP_003,2026-03-07 23:16:00+00:00,2026-03-07 23:21:51.742000+00:00,351.742,scrap,surface_defect
CYCLE_0535,DMU50_001,OP_001,2026-03-08 00:01:00+00:00,2026-03-08 00:09:25.962000+00:00,505.962,good,
CYCLE_0536,DMU50_001,OP_003,2026-03-08 00:29:00+00:00,2026-03-08 00:34:51.879000+00:00,351.879,good,
CYCLE_0537,DMU50_001,OP_001,2026-03-08 00:45:00+00:00,2026-03-08 00:52:42.541000+00:00,462.541,scrap,surface_defect
CYCLE_0538,DMU50_001,OP_003,2026-03-08 00:56:00+00:00,2026-03-08 01:02:13.689000+00:00,373.689,good,
CYCLE_0539,DMU50_001,OP_001,2026-03-08 01:16:00+00:00,2026-03-08 01:23:55.524000+00:00,475.524,good,
CYCLE_0540,DMU50_001,OP_003,2026-03-08 01:29:00+00:00,2026-03-08 01:34:54.948000+00:00,354.948,scrap,surface_defect
CYCLE_0541,DMU50_001,OP_002,2026-03-08 01:54:00+00:00,2026-03-08 02:03:23.547000+00:00,563.547,good,
CYCLE_0542,DMU50_001,OP_001,2026-03-08 02:10:00+00:00,2026-03-08 02:17:51.683000+00:00,471.683,good,
CYCLE_0543,DMU50_001,OP_002,2026-03-08 02:24:00+00:00,2026-03-08 02:33:28.886000+00:00,568.886,scrap,surface_defect
CYCLE_0544,DMU50_001,OP_001,2026-03-08 02:46:00+00:00,2026-03-08 02:53:51.788000+00:00,471.788,good,
CYCLE_0545,DMU50_001,OP_003,2026-03-08 03:16:00+00:00,2026-03-08 03:22:09.873000+00:00,369.873,good,
CYCLE_0546,DMU50_001,OP_001,2026-03-08 03:26:00+00:00,2026-03-08 03:34:37.154000+00:00,517.154,scrap,surface_defect
CYCLE_0547,DMU50_001,OP_003,2026-03-08 03:38:00+00:00,2026-03-08 03:44:04.337000+00:00,364.337,good,
CYCLE_0548,DMU50_001,OP_001,2026-03-08 03:51:00+00:00,2026-03-08 03:58:58.782000+00:00,478.782,good,
CYCLE_0549,DMU50_001,OP_003,2026-03-08 04:05:00+00:00,2026-03-08 04:11:15.315000+00:00,375.315,scrap,surface_defect
CYCLE_0550,DMU50_001,OP_001,2026-03-08 04:17:00+00:00,2026-03-08 04:25:20.073000+00:00,500.073,good,
CYCLE_0551,DMU50_001,OP_003,2026-03-08 04:30:00+00:00,2026-03-08 04:36:02.198000+00:00,362.198,good,
CYCLE_0552,DMU50_001,OP_001,2026-03-08 04:36:02.198000+00:00,2026-03-08 04:43:51.439000+00:00,469.241,scrap,surface_defect
CYCLE_0553,DMU50_001,OP_002,2026-03-08 04:49:00+00:00,2026-03-08 04:58:25.662000+00:00,565.662,good,
CYCLE_0554,DMU50_001,OP_001,2026-03-08 05:03:00+00:00,2026-03-08 05:10:50.213000+00:00,470.213,good,
CYCLE_0555,DMU50_001,OP_003,2026-03-08 05:29:00+00:00,2026-03-08 05:34:57.162000+00:00,357.162,scrap,surface_defect
CYCLE_0556,DMU50_001,OP_001,2026-03-08 05:45:00+00:00,2026-03-08 05:52:59.877000+00:00,479.877,good,
